'id','description','dnusd','marginstd','plant','meta_series','year','region'
122,MO20,51.99999999,0.08,Masate,'857',2023,2
123,NR045EC,43.034281042,0.15000000000814703,Greenville,'861',2023,2
124,GP/GDP 20-35RK/TK,31.660432532841515,0.21946651800978734,SN,'871',2023,2
125,GDP160EF,156.4585278,0.07818868982658234,Nijmegen,'876',2023,2
126,GC/GDC 135-155VX,92.18531649403617,0.3093673671832932,Berea,'879',2023,2
127,FB15-18PYE/PGYE,20.997870832,0.16938209372779697,SN,'881',2023,2
128,GP/GDP 170VX-190VX,110.0,0.101,Berea,'909',2023,2
129,H48XD12,547.6741116,0.24968335307481582,Nijmegen,'917',2023,2
130,RS 45-31 CH,344.6269947288904,0.0916105390862069,Maximal,'921',2023,2
131,J1.6-2.0XN,45.88165,0.3447254039161549,Greenville,'935',2023,2
132,MR16,26.3,0.158,Maximal,'961',2023,2
468,NDR035EC,43.034281042,0.285145821576628,Craigavon,'005',2024,2
469,MTC10-13L,51.99999999,0.150000398648952,Berea,'006',2024,2
470,MTC13-15L,89.431571476,0.187661154977058,Craigavon,'177',2024,2
471,GP/GDP 20-35RK/TK,31.660467348,0.16460589665795,Maximal,'177a',2024,2
472,FB15-18PYE/PGYE,20.997870835,0.12000076553531,Greenville,'185',2024,2
473,FB20-30PYE/PGYE,20.3191635765,0.010504483992006,SN,'225',2024,2
474,FBR13-18SY/WY,16.210707998,0.273002962632381,Nijmegen,'250',2024,2
475,R1.25-1.80EX/WEX,14.661161897,0.120000452028376,Greenville,'264',2024,2
476,RS 45-31 CH,344.62699472889,0.250001247232384,Ruyi,'3B5',2024,2
477,R2.00-3.00EX *,20.5288499955,0.149999630200284,Maximal,'3C0',2024,2
478,ERP16-20VF,20.15249999975,0.149999646226629,Maximal,'3C1',2024,2
479,MR16,26.3,0.159999628278107,Maximal,'3C4',2024,2
480,J4.0-5.0XN,91.99899997,0.161962834933734,Maximal,'3C5',2024,2
481,ERP22-35VL,37.493150005,0.0999995886299654,Maximal,'406',2024,2
482,ERP40-50VM,50.0,0.151680616675503,Masate,'435',2024,2
483,H4.0FT5-H5.5FT,54.969323552,0.0500027469081374,Masate,'444',2024,2
484,H135FT-H155FT,93.6278961523663,0.0719188673846558,Masate,'457',2024,2
485,H16XD6,159.804407521597,0.13189545314833,SN,'466',2024,2
486,H20.00-32.00F,259.8,0.121134162931229,SN,'475',2024,2
487,H40.00-52.00XM-16CH,128.4,0.345500516869461,Staxx,'6W9',2024,2
489,'',20.7,0.350000812380257,Staxx,'3D4',2024,2
490,H3.5A,21.6221088882,0.250000898338812,Ruyi,'7R0',2024,2
491,R30XMA3,43.8962,0.149999646611265,Maximal,'7S1',2024,2
492,H16.00-22.00XM,328.067748356,0.179999638403415,Maximal,'7S4',2024,2
493,J3.0GX,22.8517853425361,0.141792996478416,Maximal,'7S5',2024,2
494,,10.6,0.250614024782372,Maximal,'7S6',2024,2
495,H18XDS9,160.0,0.149999597025291,Maximal,'7T0',2024,2
496,FS030BF,23.8477771139416,0.149999684489154,Maximal,'7T9',2024,2
497,N35ZDR/N45ZR,43.8962,0.123000570954683,SN,'812',2024,2
498,N35ZRS3,43.8962,0.110407902196951,Masate,'849',2024,2
499,J2.2-3.5XN,63.617625,0.178526795928635,SN,'871',2024,2
500,P2.0RUT,4.67300714275,0.139255495047465,Maximal,'875a',2024,2
501,P2.0UT ,3.32073014303649,0.19240547049298,SN,'881',2024,2
502,UT2.0-3.5UT,14.8705199682176,0.0999996008525771,Maximal,'961',2024,2
551,ERP1.5-3.5UX,13.5,0.06,Nijmegen,'214',2024,2
552,ERP20UXT,5.7300625,0.05,Nijmegen,K117,2024,2
553,GP40-50UX,29.8307978570818,0.07,Nijmegen,'007',2024,2
556,NDR035EC,43.034281042,0.25,Berea,'879',2024,2
557,MTC10-13L,51.99999999,0.3,Ramos,'292',2024,2
558,FBR15SZ,16.210707998,0.3,Greenville,'861',2024,2
562,MPC15,0.845,0.21157606047879,Ruyi,'7R1',2024,2
563,R1.4/1.6/1.8/2.0/PLU,30.0,0.24695457778681,Craigavon,'813',2024,2
564,H2.0-2.5-3.0-3.5TX,19.88205083,0.2,Masate,'460',2024,2
