'order_no','aopmargin','booking_margin_percentage_after_surcharge','ctry_code','date','dealer_net','dealer_net_after_surcharge','margin_after_surcharge','margin_percentage_after_surcharge','netrevenue','quantity','serial_number','series','total_cost','currency','modelcode','region','product','dealer'
F92467,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,978.56,1,A3D4M08026X,A3D4,601.88,AUD,MPC15,2,250,6
F92468,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,978.56,1,A3D4M08027X,A3D4,601.88,AUD,MPC15,2,250,6
F92469,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,978.56,1,A3D4M08028X,A3D4,601.88,AUD,MPC15,2,250,6
F92470,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,978.56,1,A3D4M08029X,A3D4,601.88,AUD,MPC15,2,250,6
F92471,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.09,0.6484170560747663,978.56,1,A3D4M08030X,A3D4,601.9100000000001,AUD,MPC15,2,250,6
H12395,29,0.21,TH,2023-05-09,843.2,843.2,231.10000000000002,0.27407495256166986,894.45,1,A3D4M08483X,A3D4,612.1,USD,MPC15,1,250,27
H12396,29,0.199,TH,2023-05-09,979.2,979.2,271.56000000000006,0.2773284313725491,1030.45,1,A3D4M08484X,A3D4,707.64,USD,MPC15,1,250,27
H12397,29,0.199,TH,2023-05-09,979.2,979.2,270.57000000000005,0.27631740196078436,1030.45,1,A3D4M08485X,A3D4,708.63,USD,MPC15,1,250,27
H12398,29,0.199,TH,2023-05-09,979.2,979.2,270.57000000000005,0.27631740196078436,1030.45,1,A3D4M08486X,A3D4,708.63,USD,MPC15,1,250,27
H12399,29,0.199,TH,2023-05-09,979.2,979.2,270.57000000000005,0.27631740196078436,1030.45,1,A3D4M08487X,A3D4,708.63,USD,MPC15,1,250,27
H12400,29,0.199,TH,2023-05-09,979.2,979.2,270.57000000000005,0.27631740196078436,1030.45,1,A3D4M08488X,A3D4,708.63,USD,MPC15,1,250,27
H12401,29,0.199,TH,2023-05-09,979.2,979.2,270.57000000000005,0.27631740196078436,1030.45,1,A3D4M08489X,A3D4,708.63,USD,MPC15,1,250,27
H12402,29,0.199,TH,2023-05-09,979.2,979.2,270.57000000000005,0.27631740196078436,1030.45,1,A3D4M08490X,A3D4,708.63,USD,MPC15,1,250,27
H12403,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08491X,A3D4,613.08,USD,MPC15,1,250,27
H12404,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08492X,A3D4,613.08,USD,MPC15,1,250,27
H12405,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08493X,A3D4,613.08,USD,MPC15,1,250,27
H12631,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08494X,A3D4,613.08,USD,MPC15,1,250,27
H12632,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08495X,A3D4,613.08,USD,MPC15,1,250,27
H12633,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08496X,A3D4,613.08,USD,MPC15,1,250,27
H12634,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08497X,A3D4,613.08,USD,MPC15,1,250,27
H12635,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08498X,A3D4,613.08,USD,MPC15,1,250,27
H12636,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08499X,A3D4,613.08,USD,MPC15,1,250,27
H12637,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08500X,A3D4,613.08,USD,MPC15,1,250,27
H12638,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08501X,A3D4,613.08,USD,MPC15,1,250,27
H12958,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08502X,A3D4,613.08,USD,MPC15,1,250,27
H12959,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08503X,A3D4,613.08,USD,MPC15,1,250,27
H12960,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08504X,A3D4,613.08,USD,MPC15,1,250,27
H12961,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08505X,A3D4,613.08,USD,MPC15,1,250,27
H12962,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08506X,A3D4,613.08,USD,MPC15,1,250,27
H12963,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08507X,A3D4,613.08,USD,MPC15,1,250,27
H12964,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08508X,A3D4,613.08,USD,MPC15,1,250,27
H12965,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08509X,A3D4,613.08,USD,MPC15,1,250,27
H12966,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08510X,A3D4,613.08,USD,MPC15,1,250,27
H12967,29,0.21,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08511X,A3D4,613.08,USD,MPC15,1,250,27
H13577,29,0.199,TH,2023-05-09,979.2,979.2,270.57000000000005,0.27631740196078436,1030.45,1,A3D4M08512X,A3D4,708.63,USD,MPC15,1,250,27
H13578,29,0.199,TH,2023-05-09,979.2,979.2,270.57000000000005,0.27631740196078436,1030.45,1,A3D4M08513X,A3D4,708.63,USD,MPC15,1,250,27
H13579,29,0.199,TH,2023-05-09,979.2,979.2,270.57000000000005,0.27631740196078436,1030.45,1,A3D4M08514X,A3D4,708.63,USD,MPC15,1,250,27
H13580,29,0.199,TH,2023-05-09,979.2,979.2,270.57000000000005,0.27631740196078436,1030.45,1,A3D4M08515X,A3D4,708.63,USD,MPC15,1,250,27
H13581,29,0.199,TH,2023-05-09,979.2,979.2,270.57000000000005,0.27631740196078436,1030.45,1,A3D4M08516X,A3D4,708.63,USD,MPC15,1,250,27
H13582,29,0.199,TH,2023-05-09,979.2,979.2,270.57000000000005,0.27631740196078436,1030.45,1,A3D4M08517X,A3D4,708.63,USD,MPC15,1,250,27
H13583,29,0.199,TH,2023-05-09,979.2,979.2,270.57000000000005,0.27631740196078436,1030.45,1,A3D4M08518X,A3D4,708.63,USD,MPC15,1,250,27
H13584,29,0.199,TH,2023-05-09,979.2,979.2,270.57000000000005,0.27631740196078436,1030.45,1,A3D4M08519X,A3D4,708.63,USD,MPC15,1,250,27
H13585,29,0.2,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08520X,A3D4,613.08,USD,MPC15,1,250,27
H13586,29,0.2,TH,2023-05-09,843.2,843.2,230.12,0.27291271347248575,894.45,1,A3D4M08521X,A3D4,613.08,USD,MPC15,1,250,27
H05908,28,0.38,TH,2023-05-06,1552.8,1552.8,570.33,0.3672913446676971,1583.51,1,A3D1H01974X,A3D1,982.4699999999999,USD,P1.5UT,1,261,29
H05909,28,0.38,TH,2023-05-06,1552.8,1552.8,570.33,0.3672913446676971,1583.51,1,A3D1H01975X,A3D1,982.4699999999999,USD,P1.5UT,1,261,29
H05911,28,0.38,TH,2023-05-06,1552.8,1552.8,570.33,0.3672913446676971,1583.51,1,A3D1H01977X,A3D1,982.4699999999999,USD,P1.5UT,1,261,29
H05912,28,0.38,TH,2023-05-06,1552.8,1552.8,570.33,0.3672913446676971,1583.51,1,A3D1H01978X,A3D1,982.4699999999999,USD,P1.5UT,1,261,29
H05913,28,0.38,TH,2023-05-06,1552.8,1552.8,570.33,0.3672913446676971,1583.51,1,A3D1H01979X,A3D1,982.4699999999999,USD,P1.5UT,1,261,29
H05914,28,0.38,TH,2023-05-06,1552.8,1552.8,570.33,0.3672913446676971,1583.51,1,A3D1H01980X,A3D1,982.4699999999999,USD,P1.5UT,1,261,29
H05915,28,0.38,TH,2023-05-06,1552.8,1552.8,571.3199999999999,0.36792890262751154,1583.51,1,A3D1H01981X,A3D1,981.48,USD,P1.5UT,1,261,29
H05916,28,0.38,TH,2023-05-06,1552.8,1552.8,571.3199999999999,0.36792890262751154,1583.51,1,A3D1H01982X,A3D1,981.48,USD,P1.5UT,1,261,29
H05917,28,0.38,TH,2023-05-06,1552.8,1552.8,571.3199999999999,0.36792890262751154,1583.51,1,A3D1H01983X,A3D1,981.48,USD,P1.5UT,1,261,29
H05918,28,0.38,TH,2023-05-06,1552.8,1552.8,571.3199999999999,0.36792890262751154,1583.51,1,A3D1H01984X,A3D1,981.48,USD,P1.5UT,1,261,29
H05919,28,0.38,TH,2023-05-06,1552.8,1552.8,571.3199999999999,0.36792890262751154,1583.51,1,A3D1H01985X,A3D1,981.48,USD,P1.5UT,1,261,29
H05920,28,0.38,TH,2023-05-06,1552.8,1552.8,571.3199999999999,0.36792890262751154,1583.51,1,A3D1H01986X,A3D1,981.48,USD,P1.5UT,1,261,29
F90210,26,0.333,MY,2023-05-01,6988.4,6988.4,2289.33,0.32759000629614793,7076.4,1,A3C9H01545X,A3C9,4699.07,USD,T3.0UT,1,255,13
H04232,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08193X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04233,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08194X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04234,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08195X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04235,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08196X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04236,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08197X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04237,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08198X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04238,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08199X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04239,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08200X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04240,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08201X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04241,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08202X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04242,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08203X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04243,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08204X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04244,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08205X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04245,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08206X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04246,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08207X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04247,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08208X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04248,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08209X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04249,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08210X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04250,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08211X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04251,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08212X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04252,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08213X,A3D4,822.5799999999999,USD,MPC15,1,250,9
H04253,29,0.267,IN,2023-04-25,1210.5,1210.5,387.9200000000001,0.32046261875258164,1238.86,1,A3D4M08214X,A3D4,822.5799999999999,USD,MPC15,1,250,9
F90211,26,0.333,MY,2023-04-06,6988.4,6988.4,2290.5199999999995,0.3277602884780493,7076.4,1,A3C9H01546X,A3C9,4697.88,USD,T3.0UT,1,255,13
F90212,26,0.333,MY,2023-04-06,6988.4,6988.4,2290.5199999999995,0.3277602884780493,7076.4,1,A3C9H01547X,A3C9,4697.88,USD,T3.0UT,1,255,13
F90213,26,0.333,MY,2023-04-06,6988.4,6988.4,2289.5299999999997,0.327618625150249,7076.4,1,A3C9H01548X,A3C9,4698.87,USD,T3.0UT,1,255,13
F90214,26,0.333,MY,2023-04-06,6988.4,6988.4,2289.5299999999997,0.327618625150249,7076.4,1,A3C9H01549X,A3C9,4698.87,USD,T3.0UT,1,255,13
F90215,26,0.333,MY,2023-04-06,6988.4,6988.4,2289.5299999999997,0.327618625150249,7076.4,1,A3C9H01550X,A3C9,4698.87,USD,T3.0UT,1,255,13
F90216,26,0.333,MY,2023-04-06,6988.4,6988.4,2289.5299999999997,0.327618625150249,7076.4,1,A3C9H01551X,A3C9,4698.87,USD,T3.0UT,1,255,13
F90217,26,0.333,MY,2023-04-06,6988.4,6988.4,2289.5299999999997,0.327618625150249,7076.4,1,A3C9H01552X,A3C9,4698.87,USD,T3.0UT,1,255,13
F90218,26,0.333,MY,2023-04-06,6988.4,6988.4,2289.5299999999997,0.327618625150249,7076.4,1,A3C9H01553X,A3C9,4698.87,USD,T3.0UT,1,255,13
F91553,44,0.055,IN,2023-04-03,2910.55,2910.55,229.0,0.07867928741990345,2910.55,1,A7R1H04529X,A7R1,2681.55,USD,MP20XUX,1,237,9
F91554,44,0.055,IN,2023-03-28,2910.55,2910.55,228.4000000000001,0.07847314081530984,2910.55,1,A7R1H04530X,A7R1,2682.15,USD,MP20XUX,1,237,9
F91555,44,0.055,IN,2023-03-28,2910.55,2910.55,228.4000000000001,0.07847314081530984,2910.55,1,A7R1H04531X,A7R1,2682.15,USD,MP20XUX,1,237,9
F91556,44,0.055,IN,2023-03-28,2910.55,2910.55,228.4000000000001,0.07847314081530984,2910.55,1,A7R1H04532X,A7R1,2682.15,USD,MP20XUX,1,237,9
F91557,44,0.055,IN,2023-03-28,2910.55,2910.55,228.4000000000001,0.07847314081530984,2910.55,1,A7R1H04533X,A7R1,2682.15,USD,MP20XUX,1,237,9
F91558,44,0.055,IN,2023-03-28,2910.55,2910.55,228.4000000000001,0.07847314081530984,2910.55,1,A7R1H04534X,A7R1,2682.15,USD,MP20XUX,1,237,9
F91559,44,0.055,IN,2023-03-28,2910.55,2910.55,228.4000000000001,0.07847314081530984,2910.55,1,A7R1H04535X,A7R1,2682.15,USD,MP20XUX,1,237,9
F91560,44,0.055,IN,2023-03-28,2910.55,2910.55,228.4000000000001,0.07847314081530984,2910.55,1,A7R1H04536X,A7R1,2682.15,USD,MP20XUX,1,237,9
F91561,44,0.055,IN,2023-03-28,2910.55,2910.55,228.4000000000001,0.07847314081530984,2910.55,1,A7R1H04537X,A7R1,2682.15,USD,MP20XUX,1,237,9
F91562,44,0.055,IN,2023-03-28,2910.55,2910.55,228.4000000000001,0.07847314081530984,2910.55,1,A7R1H04538X,A7R1,2682.15,USD,MP20XUX,1,237,9
F91563,44,0.055,IN,2023-03-28,2910.55,2910.55,228.4000000000001,0.07847314081530984,2910.55,1,A7R1H04539X,A7R1,2682.15,USD,MP20XUX,1,237,9
F91564,44,0.055,IN,2023-03-28,2910.55,2910.55,228.4000000000001,0.07847314081530984,2910.55,1,A7R1H04540X,A7R1,2682.15,USD,MP20XUX,1,237,9
F91565,44,0.055,IN,2023-03-28,2910.55,2910.55,228.4000000000001,0.07847314081530984,2910.55,1,A7R1H04541X,A7R1,2682.15,USD,MP20XUX,1,237,9
F91566,44,0.055,IN,2023-03-28,2910.55,2910.55,228.4000000000001,0.07847314081530984,2910.55,1,A7R1H04542X,A7R1,2682.15,USD,MP20XUX,1,237,9
F91567,44,0.055,IN,2023-03-28,2910.55,2910.55,228.4000000000001,0.07847314081530984,2910.55,1,A7R1H04543X,A7R1,2682.15,USD,MP20XUX,1,237,9
F91568,44,0.055,IN,2023-03-28,2910.55,2910.55,228.4000000000001,0.07847314081530984,2910.55,1,A7R1H04544X,A7R1,2682.15,USD,MP20XUX,1,237,9
F91569,44,0.055,IN,2023-03-28,2910.55,2910.55,228.4000000000001,0.07847314081530984,2910.55,1,A7R1H04545X,A7R1,2682.15,USD,MP20XUX,1,237,9
F91570,44,0.055,IN,2023-03-28,2910.55,2910.55,229.3800000000001,0.07880984693614612,2910.55,1,A7R1H04546X,A7R1,2681.17,USD,MP20XUX,1,237,9
F91571,44,0.055,IN,2023-03-28,2910.55,2910.55,229.3800000000001,0.07880984693614612,2910.55,1,A7R1H04547X,A7R1,2681.17,USD,MP20XUX,1,237,9
F91572,44,0.055,IN,2023-03-28,2910.55,2910.55,229.3800000000001,0.07880984693614612,2910.55,1,A7R1H04548X,A7R1,2681.17,USD,MP20XUX,1,237,9
F91573,44,0.055,IN,2023-03-28,2910.55,2910.55,229.3800000000001,0.07880984693614612,2910.55,1,A7R1H04549X,A7R1,2681.17,USD,MP20XUX,1,237,9
F91574,44,0.055,IN,2023-03-28,2910.55,2910.55,229.3800000000001,0.07880984693614612,2910.55,1,A7R1H04550X,A7R1,2681.17,USD,MP20XUX,1,237,9
F91575,44,0.055,IN,2023-03-28,2910.55,2910.55,229.3800000000001,0.07880984693614612,2910.55,1,A7R1H04551X,A7R1,2681.17,USD,MP20XUX,1,237,9
F91576,44,0.055,IN,2023-03-28,2910.55,2910.55,229.3800000000001,0.07880984693614612,2910.55,1,A7R1H04552X,A7R1,2681.17,USD,MP20XUX,1,237,9
F91577,44,0.055,IN,2023-03-28,2910.55,2910.55,229.3800000000001,0.07880984693614612,2910.55,1,A7R1H04553X,A7R1,2681.17,USD,MP20XUX,1,237,9
F91578,44,0.055,IN,2023-03-28,2910.55,2910.55,229.3800000000001,0.07880984693614612,2910.55,1,A7R1H04554X,A7R1,2681.17,USD,MP20XUX,1,237,9
F90373,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07916X,A3D4,576.22,USD,MPC15,1,250,11
F90374,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07917X,A3D4,576.22,USD,MPC15,1,250,11
F90376,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07919X,A3D4,576.22,USD,MPC15,1,250,11
F90377,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07920X,A3D4,576.22,USD,MPC15,1,250,11
F90378,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07921X,A3D4,576.22,USD,MPC15,1,250,11
F90379,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07922X,A3D4,576.22,USD,MPC15,1,250,11
F90380,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07923X,A3D4,576.22,USD,MPC15,1,250,11
F90381,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07924X,A3D4,576.22,USD,MPC15,1,250,11
F90382,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07925X,A3D4,576.22,USD,MPC15,1,250,11
F90383,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07926X,A3D4,576.22,USD,MPC15,1,250,11
F90384,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07927X,A3D4,576.22,USD,MPC15,1,250,11
F90385,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07928X,A3D4,576.22,USD,MPC15,1,250,11
F90386,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07929X,A3D4,576.22,USD,MPC15,1,250,11
F90387,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07930X,A3D4,576.22,USD,MPC15,1,250,11
F90388,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07931X,A3D4,576.22,USD,MPC15,1,250,11
F90389,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07932X,A3D4,576.22,USD,MPC15,1,250,11
F90390,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07933X,A3D4,576.22,USD,MPC15,1,250,11
F90391,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07934X,A3D4,576.22,USD,MPC15,1,250,11
F90392,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07935X,A3D4,576.22,USD,MPC15,1,250,11
F90393,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07936X,A3D4,576.22,USD,MPC15,1,250,11
F90394,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07937X,A3D4,576.22,USD,MPC15,1,250,11
F90395,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07938X,A3D4,576.22,USD,MPC15,1,250,11
F90396,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07939X,A3D4,576.22,USD,MPC15,1,250,11
F90397,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07940X,A3D4,576.22,USD,MPC15,1,250,11
F90398,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07941X,A3D4,576.22,USD,MPC15,1,250,11
F90399,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07942X,A3D4,576.22,USD,MPC15,1,250,11
F90400,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07943X,A3D4,576.22,USD,MPC15,1,250,11
F90401,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07944X,A3D4,576.22,USD,MPC15,1,250,11
F90402,29,0.253,VN,2023-02-21,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07945X,A3D4,576.22,USD,MPC15,1,250,11
F90403,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07946X,A3D4,575.24,USD,MPC15,1,250,11
F90404,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07947X,A3D4,575.24,USD,MPC15,1,250,11
F90405,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07948X,A3D4,575.24,USD,MPC15,1,250,11
F90406,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07949X,A3D4,575.24,USD,MPC15,1,250,11
F90407,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07950X,A3D4,575.24,USD,MPC15,1,250,11
F90408,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07951X,A3D4,575.24,USD,MPC15,1,250,11
F90409,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07952X,A3D4,575.24,USD,MPC15,1,250,11
F90410,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07953X,A3D4,575.24,USD,MPC15,1,250,11
F90411,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07954X,A3D4,575.24,USD,MPC15,1,250,11
F90412,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07955X,A3D4,575.24,USD,MPC15,1,250,11
F90413,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07956X,A3D4,575.24,USD,MPC15,1,250,11
F90414,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07957X,A3D4,575.24,USD,MPC15,1,250,11
F90415,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07958X,A3D4,575.24,USD,MPC15,1,250,11
F90416,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07959X,A3D4,575.24,USD,MPC15,1,250,11
F90417,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07960X,A3D4,575.24,USD,MPC15,1,250,11
F90418,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07961X,A3D4,575.24,USD,MPC15,1,250,11
F90419,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07962X,A3D4,575.24,USD,MPC15,1,250,11
F90420,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07963X,A3D4,575.24,USD,MPC15,1,250,11
F90421,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07964X,A3D4,575.24,USD,MPC15,1,250,11
F90422,29,0.253,VN,2023-02-21,870.5,870.5,295.26,0.3391843767949454,898.5,1,A3D4M07965X,A3D4,575.24,USD,MPC15,1,250,11
